time,ADS,section,level
2024-08-25 16:00:35.311407,TCP,Curve,baseline
2024-08-25 19:53:09.211850,TCP,Straight,baseline
2024-08-26 01:32:05.742163,InterFuser,Curve,baseline
2024-08-26 07:25:16.440033,InterFuser,Straight,baseline
