time,ADS,section,level
2024-08-10 18:30:51.781816,TCP,Curve,baseline
2024-08-10 22:12:57.181019,TCP,Straight,baseline
2024-08-11 03:50:42.610781,InterFuser,Curve,baseline
2024-08-11 09:47:09.625424,InterFuser,Straight,baseline
