time,ADS,section,level
2024-03-30 18:48:10.838322,TCP,Curve,3
2024-03-30 19:21:55.662339,TCP,Straight,2
2024-03-30 20:37:35.468741,InterFuser,Curve,3
2024-03-30 21:40:32.153643,InterFuser,Straight,2
