time,ADS,section,level
2024-08-10 17:46:14.091302,TCP,Curve,baseline
2024-08-10 17:48:25.202657,TCP,Straight,baseline
2024-08-10 17:48:52.115933,InterFuser,Curve,baseline
2024-08-10 17:49:45.826911,InterFuser,Straight,baseline
