time,ADS,section,level
2024-04-16 18:57:29.690427,InterFuser,Curve,1
2024-04-16 18:57:59.015765,InterFuser,Curve,4
2024-04-16 18:58:20.157095,InterFuser,Curve,baseline
2024-04-16 18:58:39.552283,InterFuser,Straight,1
2024-04-16 18:59:00.529355,InterFuser,Straight,4
2024-04-16 18:59:21.519896,InterFuser,Straight,baseline
